id,生命,攻击,护甲,减免伤害,最终伤害,暴击几率,抗暴几率,暴击伤害,火,冰,雷,冥,火抗,冰抗,雷抗,冥抗,生命偷取,伤害反弹,怒气,气力值,速度,冷却缩减
v_bx_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_bx_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_xj_05cilong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_xinshou_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,0
v_bs_07_1,0,0,0,0,0,500,0,0,0,0,0,0,0,100,100,100,0,0,0,350,6,0
v_bs_07_2,0,0,0,0,0,500,0,0,0,0,0,0,0,100,100,100,0,0,0,350,6,0
v_bs_07_3,0,0,1000,1000,0,500,0,0,0,0,0,0,0,100,100,100,0,0,0,350,6,0
v_hd_taliya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,0
v_hd_xiaonvhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,0
v_hd_hadisi_xiaogou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_hd_hadisi_dagou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_hd_hadisi_dagou_big,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_xj_global_enemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_taopao_xb_08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_fujiang_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,0
v_guanka_1,0,0,0,-4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_guanka_2,0,0,0,-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_guanka_3,0,0,0,-12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_guanka_4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_2,450,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_3,450,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_4,450,45,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_5,900,45,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_6,900,45,23,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_7,1350,45,23,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_8,1350,90,23,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_9,1350,90,46,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_10,1800,90,46,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_11,1800,90,46,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_12,1800,90,46,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_13,2325,90,46,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_14,2325,143,46,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_15,2850,143,46,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_16,2850,143,72,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_17,2850,143,72,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_18,2850,143,72,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_19,3375,143,72,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_20,3900,143,72,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_21,3900,203,72,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_22,3900,203,102,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_23,3900,203,102,84,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_24,3900,203,102,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_25,4500,203,102,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_26,5100,203,102,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_27,5100,263,102,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_28,5100,263,132,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_29,5100,263,132,108,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_30,5700,263,132,108,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_31,5700,263,132,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_32,6375,263,132,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_33,6375,331,132,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_34,6375,331,166,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_35,7050,331,166,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_36,7050,331,166,135,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_37,7050,331,166,135,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_38,7725,331,166,135,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_39,7725,399,166,135,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_40,8400,399,166,135,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_41,8400,399,204,135,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_42,8400,399,204,165,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_43,8400,399,204,165,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_44,9150,399,204,165,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_45,9900,399,204,165,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_46,9900,474,204,165,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_47,9900,474,242,165,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_48,9900,474,242,195,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_49,9900,474,242,195,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_100_50,10650,474,242,195,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_1,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_2,675,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_3,675,68,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_4,675,68,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_5,675,136,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_6,675,136,34,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_7,1350,136,34,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_8,1350,204,34,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_9,1350,204,68,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_10,1350,272,68,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_11,1350,272,68,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_12,1350,272,68,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_13,2138,272,68,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_14,2138,351,68,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_15,2138,430,68,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_16,2138,430,107,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_17,2138,430,107,91,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_18,2138,430,107,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_19,2926,430,107,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_20,2926,509,107,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_21,2926,599,107,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_22,2926,599,152,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_23,2926,599,152,127,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_24,2926,599,152,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_25,2926,689,152,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_26,3826,689,152,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_27,3826,779,152,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_28,3826,779,197,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_29,3826,779,197,163,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_30,3826,869,197,163,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_31,3826,869,197,163,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_32,4839,869,197,163,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_33,4839,970,197,163,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_34,4839,970,248,163,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_35,4839,1071,248,163,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_36,4839,1071,248,204,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_37,4839,1071,248,204,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_38,5852,1071,248,204,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_39,5852,1172,248,204,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_40,5852,1273,248,204,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_41,5852,1273,304,204,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_42,5852,1273,304,249,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_43,5852,1273,304,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_44,6977,1273,304,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_45,6977,1386,304,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_46,6977,1499,304,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_47,6977,1499,360,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_48,6977,1499,360,294,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_49,6977,1499,360,294,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_200_50,6977,1612,360,294,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_2,900,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_3,900,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_4,900,90,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_5,900,90,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_6,900,90,90,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_7,1800,90,90,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_8,1800,180,90,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_9,1800,180,135,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_10,1800,180,180,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_11,1800,180,180,78,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_12,1800,180,180,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_13,2850,180,180,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_14,2850,285,180,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_15,2850,285,233,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_16,2850,285,286,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_17,2850,285,286,120,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_18,2850,285,286,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_19,3900,285,286,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_20,3900,285,339,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_21,3900,405,339,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_22,3900,405,399,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_23,3900,405,399,168,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_24,3900,405,399,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_25,3900,405,459,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_26,5100,405,459,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_27,5100,525,459,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_28,5100,525,519,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_29,5100,525,519,216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_30,5100,525,579,216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_31,5100,525,579,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_32,6450,525,579,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_33,6450,660,579,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_34,6450,660,647,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_35,6450,660,715,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_36,6450,660,715,270,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_37,6450,660,715,270,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_38,7800,660,715,270,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_39,7800,795,715,270,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_40,7800,795,783,270,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_41,7800,795,858,270,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_42,7800,795,858,330,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_43,7800,795,858,330,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_44,9300,795,858,330,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_45,9300,795,933,330,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_46,9300,945,933,330,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_47,9300,945,1008,330,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_48,9300,945,1008,390,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_49,9300,945,1008,390,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_300_50,9300,945,1083,390,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_1,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_2,1125,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_3,1125,113,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_4,1125,113,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_5,1125,113,56,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_6,1125,113,56,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_7,2250,113,56,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_8,2250,226,56,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_9,2250,226,112,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_10,2250,226,112,135,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_11,2250,226,112,188,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_12,2250,226,112,188,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_13,3563,226,112,188,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_14,3563,357,112,188,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_15,3563,357,112,241,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_16,3563,357,178,241,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_17,3563,357,178,294,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_18,3563,357,178,294,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_shenghuo_400_19,4876,357,178,294,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
