1512,美狄亚和伊阿宋存活通关,ROLE_DEAD_ALIVE,美狄亚和伊阿宋存活,美狄亚和伊阿宋存活,1,,zsz_mdy_02_mdy|zsz_mdy_02_yas
1601,只使用链刃通关,WEAPON_LIMIT,只使用混沌之刃通关,只使用混沌之刃通关,,,1
1602,只使用大剑通关,WEAPON_LIMIT,只使用征服者之剑通关,只使用征服者之剑通关,,,2
1603,只使用蛮锤通关,WEAPON_LIMIT,只使用野蛮之锤通关,只使用野蛮之锤通关,,,3
1604,只使用斯巴达武装通关,WEAPON_LIMIT,只使用斯巴达武装通关,只使用斯巴达武装通关,,,4
1701,不携带宠物通关,PET_USE,不携带任何神侍通关,不携带任何神侍通关
1702,只携带黑暗女神通关,PET_USE,只携带神侍美狄亚通关,只携带神侍美狄亚通关,,,cw_8
1703,只携带海格力斯通关,PET_USE,只携带神侍海格力斯通关,只携带神侍海格力斯通关,,,cw_6
1751,神侍不死,PET_ALIVE,神侍从未死亡通关,神侍从未死亡通关
1752,携带神侍美狄亚通关,PET_USE2,携带神侍美狄亚通关,携带神侍美狄亚通关,,,cw_8
1801,不使用QTE通关,SKILL_USE,不使用QTE通关,不使用QTE通关,0,,qte
1901,从未进入异常状态通关,STATE_TIMES,从未进入任何异常状态,从未进入任何异常状态,1
2001,未触发陷阱通关,TRAP_NUM,从未触发任何陷阱,从未触发任何陷阱,1
2101,宠物不死,PET_ALIVE,神侍从未死亡,神侍从未死亡
