状态ID,名称,说明,类型,参数,持续时间,时间间隔,角色特效id,音效id,销毁时停止声音,结束事件组,结束状态ID,同id叠加限制,组,组优先级,同id叠加或组优先级相同时使用老的(默认是使用新的),免疫优先级,异常类型,冷却时间
id,name,desc,type,param,time,interval,roleFxId,soundId,stopIfEnd,endEventGroupId,endBuffId,overlayLimit,group,groupPriority,useOldIfSame,priority,useful,cd
1,不受事件伤害,,免疫事件,伤害,-2,,,,1,,,,,,,1
1026,阿瑞斯烈焰-炼狱之火,对30%血量以下的杂兵有50%概率将其直接击杀,概率,"{mingwen:lian2_1}%,1027,0,1",0,,,,,,,-1
1027,阿瑞斯烈焰-炼狱之火,对30%血量以下的杂兵有50%概率将其直接击杀,增减血,"上限,-100%,1",0,,,,,,,1
1030,阿瑞斯烈焰-献祭之焰,自身生命值在30%以下时，提高50%的伤害,被动血量触发,"30%,1035",-2,,,,,,,1
1035,阿瑞斯烈焰-献祭之焰,自身生命值在30%以下时，提高50%的伤害,增减攻击伤害,{mingwen:lian2_2}%,1000,,,,,,,1
1040,海格力斯升天-印记,海格力斯升天加印记,加印记,"海格力斯升天,1",-2,,,,,,,1
1045,海格力斯升天-撕裂,技能的1/2段会将击中的敌人拉向自己，每拉中一个敌人回复自身0.5%的生命值,增减血,"上限,{mingwen:lian3_1}%,1",,,,,,,,-1,,,,5
1050,海格力斯升天-暴怒,技能释放后将进入暴怒状态，接下来的5秒内对小型怪物伤害增加50%,增减攻击伤害,"{mingwen:lian3_2}%,海格力斯升天",5000,,,,,,,1
1100,波塞冬之怒-印记,波塞冬之怒-加印记,加印记,"波塞冬之怒,1",-2,,,,,,,1
1105,波塞冬之怒-海神之力,技能对同一只怪物每造成10次伤害时对怪物造成其生命值5%的真实伤害,被动印记触发,"波塞冬之怒,10,1106,0,1",-2,,,,,,,1
1106,波塞冬之怒-海神之力,技能对同一只怪物每造成10次伤害时对怪物造成其生命值5%的真实伤害,增减血,"上限,-{mingwen:jian1_1}%,1",,,,,,,,-1,,,,5
1110,波塞冬之怒-无尽水源,技能对同1只怪物造成15次伤害时回复自身5%的血量和10%耐力值,被动印记触发,"波塞冬之怒,15,1115|1116,1,0",-2,,,,,,,1
1115,波塞冬之怒-无尽水源,技能对同1只怪物造成15次伤害时回复自身5%的血量和10%耐力值,增减血,"上限,{mingwen:jian1_2_1}%,1",,,,,,,,-1,,,,5
1116,波塞冬之怒-无尽水源,技能对同1只怪物造成15次伤害时回复自身5%的血量和10%耐力值,增减耐力,"上限,{mingwen:jian1_2_2}%,1",,,,,,,,-1
1120,哈迪斯之魂-印记,哈迪斯之魂-加印记,加印记,"哈迪斯之魂,1",-2,,,,,,,1
1125,哈迪斯之魂-灵魂出窍,使用1段技能后增加20%的移动速度，提高10%攻击力，持续8秒,增减属性,"速度|20%,攻击|{mingwen:jian2_1}%",8000,,,,,,,1
1130,哈迪斯之魂-地狱复仇,技能击中的第一个敌人将被附上“复仇”印记，受到的伤害提高20%，持续5秒,增减受击伤害,{mingwen:jian2_2}%,5000,,,,,,,1
1140,宙斯之力-印记,宙斯之力-加印记,加印记,"宙斯之力,1",-2,,,,,,,1
1145,宙斯之力-神罚,技能1段/2段将减少敌方20%的移动速度和10%的攻击力，持续5秒,增减属性,"速度|-20%,攻击|-{mingwen:jian3_1}%",5000,,,,,,,1
1150,宙斯之力-审判,最后一段腾空斩将审判敌人，审判持续5秒，状态持续期间，敌人受到的伤害提高50%,增减受击伤害,{mingwen:jian3_2}%,5000,,,,,,,1
2036,,黑暗女神加血结束ID,空状态,,-2,,19
2037,黑暗女神,回复15%血量,增减血,"生命,10%,1,1",0,,,,,,2036
2038,黑暗女神免疫,NPC免疫事件,免疫事件,全部|1,-2
2039,塔利亚免疫,防守角色免疫事件,免疫事件,"浮空|10,击飞|10,移动|10,技能|10,抓取|10,qte|10,特效|10,音效|10,卡帧|10,触发状态|10",-2
2040,女儿拥抱动作,防守关卡女儿拥抱动作,动作序列,"kaliepei_yongbao:单次:-2,移动|战斗|被击|下落",2000
2041,塔利亚回血,防守关卡塔利亚回血,增减血,"上限,5%,1",1800,500
2042,女儿免疫,防守角色免疫事件,免疫事件,"伤害|10,浮空|10,击飞|10,移动|10,技能|10,抓取|10,qte|10,特效|10,音效|10,卡帧|10,触发状态|10",-2
2101,通用减速5%,通用的减速BUFF，相当于正常状态速度的5%,增减属性,速度|-95%,-2
2102,通用减速10%,通用的减速BUFF，相当于正常状态速度的10%,增减属性,速度|-90%,-2
2103,通用减速15%,通用的减速BUFF，相当于正常状态速度的15%,增减属性,速度|-85%,-2
2104,通用减速20%,通用的减速BUFF，相当于正常状态速度的20%,增减属性,速度|-80%,-2
2105,通用减速25%,通用的减速BUFF，相当于正常状态速度的25%,增减属性,速度|-75%,-2
2106,通用减速30%,通用的减速BUFF，相当于正常状态速度的30%,增减属性,速度|-70%,-2
2107,通用减速35%,通用的减速BUFF，相当于正常状态速度的35%,增减属性,速度|-65%,-2
2108,通用减速40%,通用的减速BUFF，相当于正常状态速度的40%,增减属性,速度|-60%,-2
2109,通用减速45%,通用的减速BUFF，相当于正常状态速度的45%,增减属性,速度|-55%,-2
2110,通用减速50%,通用的减速BUFF，相当于正常状态速度的50%,增减属性,速度|-50%,-2
2111,通用减速55%,通用的减速BUFF，相当于正常状态速度的55%,增减属性,速度|-45%,-2
2112,通用减速60%,通用的减速BUFF，相当于正常状态速度的60%,增减属性,速度|-40%,-2
2113,通用减速65%,通用的减速BUFF，相当于正常状态速度的65%,增减属性,速度|-35%,-2
2114,通用减速70%,通用的减速BUFF，相当于正常状态速度的70%,增减属性,速度|-30%,-2
2115,通用减速75%,通用的减速BUFF，相当于正常状态速度的75%,增减属性,速度|-25%,-2
2116,通用减速80%,通用的减速BUFF，相当于正常状态速度的80%,增减属性,速度|-20%,-2
2117,通用减速85%,通用的减速BUFF，相当于正常状态速度的85%,增减属性,速度|-15%,-2
2118,通用减速90%,通用的减速BUFF，相当于正常状态速度的90%,增减属性,速度|-10%,-2
2119,通用减速95%,通用的减速BUFF，相当于正常状态速度的95%,增减属性,速度|-5%,-2
2300,格挡免疫事件触发,,被动事件触发,"伤害,2302",-2
2301,格挡免疫事件,,免疫事件,"被击,浮空,击飞,伤害",-2
2302,格挡被击特效,格挡被击特效,空状态,,500,,15
2303,羊头格挡免疫事件组合,羊头格挡免疫事件组合,组合,2300|2301,-2
2304,石像鬼免疫技能,石像鬼免疫技能,组合,2315|2316,-2
2305,竞技场小兵免疫事件,竞技场小兵免疫事件,免疫事件,"被击|0,浮空|0,击飞|0,移动|0",-2
2306,竞技场主角气力状态,竞技场主角气力状态,组合,2309,-2,,,,,,2307
2307,竞技场主角气绝状态,主角气绝状态,组合,2308,-2,,8,,,,2306
2308,竞技场主角眩晕,主角眩晕,动作序列,"xuanyun:循环:-2,移动|战斗|换武器",-2
2309,竞技场主角免疫事件,竞技场主角免疫事件,免疫事件,"被击|0,浮空|0,击飞|0,移动|0",-2
2310,陷阱通用免疫时间,,免疫事件,全部|10,-2
2311,蝎子免疫移动,蝎子免疫移动,免疫事件,移动|10,-2
2312,罐子回耐力小,罐子回耐力小,增减耐力,"上限,10%",0
2313,罐子回耐力中,罐子回耐力中,增减耐力,"上限,20%",0
2314,罐子回耐力大,罐子回耐力大,增减耐力,"上限,40%",0
2315,石像鬼碰撞状态,石像鬼碰撞状态,碰撞层,死亡碰撞,-2
2316,石像鬼免疫技能,石像鬼免疫技能,免疫事件,"被击,浮空,击飞,移动,伤害,技能,抓取,qte,特效|2,音效,卡帧"
2317,宙斯分身组合状态,宙斯分身组合状态,组合,99|2318
2318,宙斯分身死亡状态,宙斯分身死亡状态,空状态,,10000,,,,,,119
2319,不可受击(小BOSS）,也就是霸体了（小BOSS）,免疫事件,"被击|0,浮空|0,击飞|0,移动|0",-2,,,,,,,,,,,1
2320,BOSS气力状态,BOSS怪物的气力状态（小BOSS）,组合,2319,-2,,,,,,2321
2321,BOSS气绝状态,BOSS怪物的气绝状态,组合,7,-2,,8,,,,2320
2322,无敌（骷髅）,,组合,1|2|4|8,1500
2323,竞技场组合,,组合,2320|2324|2327
2324,竞技场敌方脚底UI,,空状态,,,,34
2325,竞技场组合,,组合,2320|2326|2327
2326,竞技场我方脚底UI,,空状态,,,,35
2327,竞技场小怪碰撞添加,,碰撞层,小怪碰撞
3001,无视阻挡门,无视阻挡门的碰撞,碰撞层,宠物碰撞,-2
3002,逃跑通信兵状态组,2-4逃跑通信兵的免疫状态和无视阻挡门状态,组合,2309|3001,-2
3003,增加主角基础仇恨值,1-9增加主角基础仇恨值，使主角拉怪,增减仇恨,"5,0,0,2",0
3004,通用加速5%,通用的加速BUFF，相当于正常状态速度的105%,增减属性,速度|5%,-2
3005,通用加速10%,通用的加速BUFF，相当于正常状态速度的110%,增减属性,速度|10%,-2
3006,通用加速15%,通用的加速BUFF，相当于正常状态速度的115%,增减属性,速度|15%,-2
3007,通用加速20%,通用的加速BUFF，相当于正常状态速度的120%,增减属性,速度|20%,-2
3008,通用加速25%,通用的加速BUFF，相当于正常状态速度的125%,增减属性,速度|25%,-2
3009,通用加速30%,通用的加速BUFF，相当于正常状态速度的130%,增减属性,速度|30%,-2
3010,通用加速35%,通用的加速BUFF，相当于正常状态速度的135%,增减属性,速度|35%,-2
3011,通用加速40%,通用的加速BUFF，相当于正常状态速度的140%,增减属性,速度|40%,-2
3012,通用加速45%,通用的加速BUFF，相当于正常状态速度的145%,增减属性,速度|45%,-2
3013,通用加速50%,通用的加速BUFF，相当于正常状态速度的150%,增减属性,速度|50%,-2
3014,通用加速55%,通用的加速BUFF，相当于正常状态速度的155%,增减属性,速度|55%,-2
3015,通用加速60%,通用的加速BUFF，相当于正常状态速度的160%,增减属性,速度|60%,-2
3016,通用加速65%,通用的加速BUFF，相当于正常状态速度的165%,增减属性,速度|65%,-2
3017,通用加速70%,通用的加速BUFF，相当于正常状态速度的170%,增减属性,速度|70%,-2
3018,通用加速75%,通用的加速BUFF，相当于正常状态速度的175%,增减属性,速度|75%,-2
3019,通用加速80%,通用的加速BUFF，相当于正常状态速度的180%,增减属性,速度|80%,-2
3020,通用加速85%,通用的加速BUFF，相当于正常状态速度的185%,增减属性,速度|85%,-2
3021,通用加速90%,通用的加速BUFF，相当于正常状态速度的190%,增减属性,速度|90%,-2
3022,通用加速95%,通用的加速BUFF，相当于正常状态速度的195%,增减属性,速度|95%,-2
3023,回血100%,《众神传》双子bossA复活回血buff,增减血,"上限,100%,0,0",0
3024,A双子BOSS血量监测,《众神传》双子bossA复活机制,被动血量触发,"5%,3033|3027|3026|3025|3032,0",-2
3025,A双子BOSS触发复活事件组,《众神传》双子bossA复活事件触发,触发事件组,zsz_mdy_01_3_1,100
3026,A双子BOSS暂时免伤,《众神传》双子bossA免疫,免疫事件,全部|10,-2,,,,,,,,,,,10
3027,A双子BOSS回一点点血,《众神传》双子bossA回一点点血,增减血,"上限,100%,0",0
3028,B双子BOSS血量监测,《众神传》双子bossB复活机制,被动血量触发,"5%,3033|3031|3030|3029|3032,0",-2
3029,B双子BOSS触发复活事件组,《众神传》双子bossB复活事件触发,触发事件组,zsz_mdy_01_3_2,100
3030,B双子BOSS暂时免伤,《众神传》双子bossB免疫,免疫事件,全部|10,-2,,,,,,,,,,,10
