角色id,ID,名字,图标,基础伤害系数,所属技能,升级影响的状态
roleId,id,name,icon,damageRate,parentSkillId,levelBuffs
cw_10,gongji01,黑暗女神普攻,ui_icon_wuqi_jian,{skill:pugong01},gongji01
cw_10,jineng_siwangchanrao,黑暗女神技能1,ui_icon_jineng_01,{skill:jineng11},jineng_siwangchanrao
cw_10,jineng_mingjiedeguihuan,黑暗女神技能2,ui_icon_jineng_02,{skill:jineng21},jineng_mingjiedeguihuan
cw_11,yingxiong_kuangzhanshi_01,薛西斯普攻,ui_icon_wuqi_jian,{skill:pugong01}
cw_11,yingxiong_kuangzhanshi_1,薛西斯技能1,ui_icon_jineng_01,{skill:jineng11}
cw_11,yingxiong_kuangzhanshi_2,薛西斯技能2,ui_icon_jineng_02,{skill:jineng21}
cw_11,yingxiong_kuangzhanshi_3,薛西斯技能3,ui_icon_jineng_03,{skill:jineng31}
cw_12,gongji01,黑暗女神普攻,ui_icon_wuqi_jian,{skill:pugong01},gongji01
cw_12,jineng_siwangchanrao,黑暗女神技能1,ui_icon_jineng_01,{skill:jineng11},jineng_siwangchanrao
cw_12,jineng_mingjiedeguihuan,黑暗女神技能2,ui_icon_jineng_02,{skill:jineng21},jineng_mingjiedeguihuan
cw_13,gongji01,薛西斯普攻,ui_icon_wuqi_jian,{skill:cw13_pugong01},gongji01
cw_13,dahuixuan_01,薛西斯大回旋01,ui_icon_jineng_01,{skill:cw13_jineng11},dahuixuan_01
cw_13,dizheng_01,薛西斯地震01,ui_icon_jineng_02,{skill:cw13_jineng21},dizheng_01
cw_13,dizheng_02,薛西斯地震02,ui_icon_jineng_02,{skill:cw13_jineng21},dizheng_01
cw_13,dizheng_03,薛西斯地震03,ui_icon_jineng_02,{skill:cw13_jineng21},dizheng_01
cw_13,dizheng_04,薛西斯地震04,ui_icon_jineng_02,{skill:cw13_jineng21},dizheng_01
cw_13,dizheng_05,薛西斯地震05,ui_icon_jineng_02,{skill:cw13_jineng21},dizheng_01
cw_13,zhaohuanfenshen,薛西斯召唤分身,ui_icon_jineng_03,{skill:cw13_jineng31},zhaohuanfenshen
cw_14,gongji01,复仇女神普攻,ui_icon_skill_icon_03,{skill:cw14_pugong01},gongji01
cw_14,congtianerjiang01,复仇女神从天而降,ui_icon_skill_icon_02,{skill:cw14_jineng11},congtianerjiang01
cw_14,congtianerjiang02,复仇女神从天而降,ui_icon_skill_icon_03,{skill:cw14_jineng11},congtianerjiang01
cw_14,congtianerjiang03,复仇女神从天而降,ui_icon_skill_icon_03,{skill:cw14_jineng11},congtianerjiang01
cw_14,dicigongji,复仇女神地刺攻击,ui_icon_skill_icon_02,{skill:cw14_jineng21},dicigongji
cw_14,zhuarenfengbao,复仇女神爪刃风暴,ui_icon_skill_icon_03,{skill:cw14_jineng31},zhuarenfengbao
bs_01,juren01,巨人普攻,ui_icon_skill_icon_00,1
bs_01,skill_01_jurencai,巨人踩,ui_icon_skill_icon_01,1
bs_01,skill_01_jurenhuixuan,巨人回旋,ui_icon_skill_icon_02,1
bs_01,skill_01_jurenchongci,巨人冲刺,ui_icon_skill_icon_03,1
jy_01,diaoxiang02,雕像普攻,ui_icon_skill_icon_00,1
jy_01,skill_02_diaoxiangchong,雕像冲刺,ui_icon_skill_icon_01,1
jy_01,skill_02_diaoxiangleiting,雕像雷击,ui_icon_skill_icon_02,1
jy_01,skill_01_diaoxianghuohong,雕像火攻,ui_icon_skill_icon_03,1
kratos,5lianji01,阿瑞斯之击,ui_icon_pugong_lianren_01,{skill:lian01_di},5lianji01
kratos,5lianji02,,ui_icon_pugong_lianren_01,{skill:lian02_di},5lianji01
kratos,5lianji03,,ui_icon_pugong_lianren_01,{skill:lian03_di},5lianji01
kratos,5lianji04,,ui_icon_pugong_lianren_01,{skill:lian04_di},5lianji01
kratos,5lianji05,,ui_icon_pugong_lianren_01,{skill:lian05_di},5lianji01
kratos,jineng01_01_dahuixuan,阿瑞斯回旋,ui_icon_jineng_lianren_02,{skill:lian11_di},jineng01_01_dahuixuan
kratos,jineng01_02_shuzhihuixuan,阿瑞斯之力,ui_icon_jineng_lianren_02,{skill:lian12_di},jineng01_01_dahuixuan
kratos,jineng01_03_tiaoqizhongji,阿瑞斯重砸,ui_icon_jineng_lianren_02,{skill:lian13_di},jineng01_01_dahuixuan
kratos,jineng02_01_shuzhizhongji,阿瑞斯咆哮,ui_icon_jineng_lianren_01,{skill:lian21_di},jineng02_01_shuzhizhongji
kratos,jineng02_02_shuzhizhongji,阿瑞斯连斩,ui_icon_jineng_lianren_01,{skill:lian22_di},jineng02_01_shuzhizhongji
kratos,jineng02_03_shuzhizhongji,阿瑞斯爆击,ui_icon_jineng_lianren_01,{skill:lian23_di},jineng02_01_shuzhizhongji
kratos,jineng03_01_zhongjifei,阿瑞斯撕裂,ui_icon_jineng_lianren_03,{skill:lian31_di},jineng03_01_zhongjifei
kratos,jineng03_02_zhongjifei,阿瑞斯重击,ui_icon_jineng_lianren_03,{skill:lian32_di},jineng03_01_zhongjifei
kratos,jineng03_03_zhongjifei,阿瑞斯神罚,ui_icon_jineng_lianren_03,{skill:lian33_di},jineng03_01_zhongjifei
kratos,5lianji01_fukong,阿瑞斯残杀,ui_icon_pugong_lianren_01,{skill:lian01_kong},5lianji01
kratos,5lianji02_fukong,,ui_icon_pugong_lianren_01,{skill:lian02_kong},5lianji01
kratos,5lianji03_fukong,,ui_icon_pugong_lianren_01,{skill:lian03_kong},5lianji01
kratos,5lianji04_fukong,,ui_icon_pugong_lianren_01,{skill:lian04_kong},5lianji01
kratos,5lianji05_fukong,,ui_icon_pugong_lianren_01,{skill:lian05_kong},5lianji01
kratos,jineng01_fukong_shuzhihuixuan,阿瑞斯翔击,ui_icon_jineng_lianren_04,{skill:lian11_kong},jineng01_01_dahuixuan
kratos,jineng02_fukong_dahuixuan,阿瑞斯大回旋,ui_icon_jineng_lianren_05,{skill:lian21_kong},jineng02_01_shuzhizhongji
kratos,jineng03_fukong_zhuatou_panduan,战神降临,ui_icon_jineng_zhuan
kratos,jineng03_fukong_zhuatou,战神降临,ui_icon_jineng_zhuan,{skill:lian31_kong},jineng03_01_zhongjifei
kratos,4lianji01_dj,战神连斩,ui_icon_wuqi_jian,{skill:jian01_di},4lianji01_dj
kratos,4lianji02_dj,,ui_icon_wuqi_jian,{skill:jian02_di},4lianji01_dj
kratos,4lianji03_dj,,ui_icon_wuqi_jian,{skill:jian03_di},4lianji01_dj
kratos,4lianji04_dj,,ui_icon_wuqi_jian,{skill:jian04_di},4lianji01_dj
kratos,jineng01_01_zhongza_dj,战神怒斩,ui_icon_jineng_01,{skill:jian11_di},jineng01_01_zhongza_dj
kratos,jineng01_02_shengkongzhan_dj,战神回旋斩,ui_icon_jineng_01,{skill:jian12_di},jineng01_01_zhongza_dj
kratos,jineng01_03_luodizhan_dj,神之陨落,ui_icon_jineng_01,{skill:jian13_di},jineng01_01_zhongza_dj
kratos,jineng02_01_zhuizongzhan_dj,哈迪斯之火,ui_icon_jineng_02,{skill:jian21_di},jineng02_01_zhuizongzhan_dj
kratos,jineng02_02_wudizhan_dj,哈迪斯之怒,ui_icon_jineng_02,{skill:jian22_di},jineng02_01_zhuizongzhan_dj
kratos,jineng02_03_xuanfengzhan_dj,哈迪斯斩杀,ui_icon_jineng_02,{skill:jian23_di},jineng02_01_zhuizongzhan_dj
kratos,jineng03_01_banyuezhan_dj,宙斯剑气,ui_icon_jineng_03,{skill:jian31_di},jineng03_01_banyuezhan_dj
kratos,jineng03_02_huixuanbanyuezhan_dj,宙斯半月斩,ui_icon_jineng_03,{skill:jian32_di},jineng03_01_banyuezhan_dj
kratos,jineng03_03_tengkongzhan_dj,宙斯斩击,ui_icon_jineng_03,{skill:jian33_di},jineng03_01_banyuezhan_dj
kratos,3lianji01_fukong_dj,战神升空连斩,ui_icon_wuqi_jian,{skill:jian01_kong},4lianji01_dj
kratos,3lianji02_fukong_dj,,ui_icon_wuqi_jian,{skill:jian02_kong},4lianji01_dj
kratos,3lianji03_fukong_dj,,ui_icon_wuqi_jian,{skill:jian03_kong},4lianji01_dj
kratos,jineng01_fukong_shenglongzhan_dj,空中神之回旋斩,ui_icon_jineng_04,{skill:jian11_kong},jineng01_01_zhongza_dj
kratos,jineng02_fukong_banyuezhan_dj,空中神之剑气,ui_icon_jineng_05,{skill:jian21_kong},jineng02_01_zhuizongzhan_dj
kratos,jineng03_fukong_zhuatou_dj_panduan,空中投技判断,ui_icon_jineng_zhuan
kratos,jineng03_fukong_zhuatou_dj,空中投技,ui_icon_jineng_zhuan,{skill:jian31_kong},jineng03_01_banyuezhan_dj
kratos,3lianji01_mc,风王怒砸,ui_icon_wuqi_chuizi,{skill:chui01_di},3lianji01_mc
kratos,3lianji02_mc,,ui_icon_wuqi_chuizi,{skill:chui02_di},3lianji01_mc
kratos,3lianji03_mc,,ui_icon_wuqi_chuizi,{skill:chui03_di},3lianji01_mc
kratos,jineng01_01_liediji_mc,风王裂地击,ui_icon_jineng_chuizi_01,{skill:chui11_di},jineng01_01_liediji_mc
kratos,jineng01_02_fengwangtiechui_mc,风王铁锤,ui_icon_jineng_chuizi_01,{skill:chui12_di},jineng01_01_liediji_mc
kratos,jineng01_03_tiaoza_mc,风王重击,ui_icon_jineng_chuizi_01,{skill:chui13_di},jineng01_01_liediji_mc
kratos,jineng02_01_chongcitiaoji_mc,泰坦冲刺,ui_icon_jineng_chuizi_02,{skill:chui21_di},jineng02_01_chongcitiaoji_mc
kratos,jineng02_02_tengkongyiji_mc,泰坦重砸,ui_icon_jineng_chuizi_02,{skill:chui22_di},jineng02_01_chongcitiaoji_mc
kratos,jineng02_03_suiliedadi_mc,泰坦之怒,ui_icon_jineng_chuizi_02,{skill:chui23_di},jineng02_01_chongcitiaoji_mc
kratos,jineng03_xuli01_mc,神罚之怒,ui_icon_jineng_chuizi_03,{skill:chui31_di},jineng03_xuli01_mc
kratos,jineng03_xuli02_mc,,ui_icon_jineng_chuizi_03,{skill:chui32_di},jineng03_xuli01_mc
kratos,jineng03_xuli03_mc,,ui_icon_jineng_chuizi_03,{skill:chui33_di},jineng03_xuli01_mc
kratos,jineng03_01_dahuixuan_small_mc,诸神黄昏,ui_icon_jineng_chuizi_03,{skill:chui31_di},jineng03_xuli01_mc
kratos,jineng03_01_dahuixuan_big_mc,,ui_icon_jineng_chuizi_03,{skill:chui31_di},jineng03_xuli01_mc
kratos,jineng03_02_zhongza_small_mc,无尽神罚,ui_icon_jineng_chuizi_03,{skill:chui32_di},jineng03_xuli01_mc
kratos,jineng03_02_zhongza_big_mc,,ui_icon_jineng_chuizi_03,{skill:chui32_di},jineng03_xuli01_mc
kratos,jineng03_03_tiaoza_big_mc,大地之力,ui_icon_jineng_chuizi_03,{skill:chui33_di},jineng03_xuli01_mc
kratos,jineng03_03_tiaoza_small_mc,大地之力,ui_icon_jineng_chuizi_03,{skill:chui33_di},jineng03_xuli01_mc
kratos,2lianji01_fukong_mc,天空砸击,ui_icon_wuqi_chuizi,{skill:chui01_kong},3lianji01_mc
kratos,2lianji02_fukong_mc,,ui_icon_wuqi_chuizi,{skill:chui02_kong},3lianji01_mc
kratos,jineng01_fukong_baoqi_mc,天空碎裂,ui_icon_jineng_chuizi_05,{skill:chui11_kong},jineng01_01_liediji_mc
kratos,jineng02_fukong_dahuixuan_mc,混沌初开,ui_icon_jineng_chuizi_04,{skill:chui21_kong},jineng02_01_chongcitiaoji_mc
kratos,jineng03_fukong_chuiji_mc,毁天灭地,ui_icon_jineng_zhuan,{skill:chui31_kong},jineng03_xuli01_mc
kratos,4lianji01_dm,斯巴达突刺,ui_icon_wuqi_qiang,{skill:dun01_di},4lianji01_dm
kratos,4lianji02_dm,,ui_icon_wuqi_qiang,{skill:dun02_di},4lianji01_dm
kratos,4lianji03_dm,,ui_icon_wuqi_qiang,{skill:dun03_di},4lianji01_dm
kratos,4lianji04_dm,,ui_icon_wuqi_qiang,{skill:dun04_di},4lianji01_dm
kratos,jineng01_01_chongci_dm,风王裂地击,ui_icon_jineng_qiang_01,{skill:dun11_di},jineng01_01_chongci_dm
kratos,jineng01_02_hengsao_dm,风王铁锤,ui_icon_jineng_qiang_01,{skill:dun12_di},jineng01_01_chongci_dm
kratos,jineng01_03_chuanci_dm,风王重击,ui_icon_jineng_qiang_01,{skill:dun13_di},jineng01_01_chongci_dm
kratos,jineng02_01_xulitiaoji_tiaoji_dm,泰坦冲刺,ui_icon_jineng_qiang_02,{skill:dun21_di},jineng02_01_xulitiaoji_xuli_dm
kratos,jineng02_01_xulitiaoji_xuli_dm,泰坦冲刺,ui_icon_jineng_qiang_02,{skill:dun21_di},jineng02_01_xulitiaoji_xuli_dm
kratos,jineng02_02_duochongtuci_dm,泰坦重砸,ui_icon_jineng_qiang_02,{skill:dun22_di},jineng02_01_xulitiaoji_xuli_dm
kratos,jineng02_03_touzhi_dm,泰坦之怒,ui_icon_jineng_qiang_02,{skill:dun23_di},jineng02_01_xulitiaoji_xuli_dm
kratos,jineng03_01_fangyufanji_xuli01_dm,神罚之怒,ui_icon_jineng_qiang_03,{skill:dun31_di},jineng03_01_fangyufanji_xuli02_dm
kratos,jineng03_01_fangyufanji_xuli02_dm,,ui_icon_jineng_qiang_03,{skill:dun32_di},jineng03_01_fangyufanji_xuli02_dm
kratos,jineng03_01_fangyufanji_tuci_dm,,ui_icon_jineng_qiang_03,{skill:dun33_di},jineng03_01_fangyufanji_xuli02_dm
kratos,jineng03_02_nengliangbaofa_chixu_dm,诸神黄昏,ui_icon_jineng_qiang_03,{skill:dun31_di},jineng03_01_fangyufanji_xuli02_dm
kratos,jineng03_02_nengliangbaofa_zadi_dm,,ui_icon_jineng_qiang_03,{skill:dun31_di},jineng03_01_fangyufanji_xuli02_dm
kratos,jineng03_03_yuansuchuanci_dm,无尽神罚,ui_icon_jineng_qiang_03,{skill:dun32_di},jineng03_01_fangyufanji_xuli02_dm
kratos,3lianji01_fukong_dm,神罚之怒,ui_icon_wuqi_qiang,{skill:dun31_di},4lianji01_dm
kratos,3lianji02_fukong_dm,,ui_icon_wuqi_qiang,{skill:dun32_di},4lianji01_dm
kratos,3lianji03_fukong_dm,,ui_icon_wuqi_qiang,{skill:dun33_di},4lianji01_dm
kratos,jineng01_tuci_fukong_dm,诸神黄昏,ui_icon_jineng_qiang_04,{skill:dun31_di},4lianji01_dm
kratos,jineng02_fukong_duochongtuci_dm,,ui_icon_jineng_qiang_05,{skill:dun31_di},4lianji01_dm
kratos,jineng03_fukong_touzhi_dm,无尽神罚,ui_icon_jineng_zhuan,{skill:dun32_di},4lianji01_dm
kratos,tiaofei,阿瑞斯之怒,,0.5
kratos,tiaofei_dj,战神升空斩,,0.5
kratos,tiaofei_mc,锤子挑飞,,0.5
kratos,tiaofei_dm,斯巴达武装挑飞,,0.5
kratos,fangun,链刃翻滚,ui_icon_fangun,1
kratos,fangun_dj,大剑翻滚,ui_icon_fangun,1
kratos,fangun_mc,锤子翻滚,ui_icon_fangun,1
kratos,fangun_dm,斯巴达武装翻滚,ui_icon_fangun,1
kratos,gedang,（链）格挡,ui_icon_fangshou,1
kratos,gedang_dj,（剑）格挡,ui_icon_fangshou,1
kratos,gedang_mc,（锤）格挡,ui_icon_fangshou,1
kratos,gedang_dm,（茅）格挡,ui_icon_fangshou,1
kratos,gedangfanji,（链）格挡反击,,1
kratos,gedangfanji_dj,（剑）格挡反击,,1
kratos,gedangfanji_mc,（锤）格挡反击,,1
kratos,gedangfanji_dm,（茅）格挡反击,,1
kratos,qte,撕碎,ui_icon_jineng_06,1
kratos,qte_shibai,撕碎失败动作,,1
kratos,qte_xb_01,撕碎,,1
kratos,qte_xb_02,撕碎,,1
kratos,qte_xb_03,撕碎,,1
kratos,qte_xb_04,撕碎,,1
kratos,qte_xb_05,撕碎,,1
kratos,qte_xb_06,撕碎,,1
kratos,qte_xb_07,撕碎,,1
kratos,qte_xb_08,撕碎,,1
kratos,qte_yongbao,撕碎,ui_icon_tongyong_jineng_09,1
kratos,chongzhuang,战神冲撞判断
kratos,chongzhuang_xb_01,战神冲撞对骷髅兵,,{skill:chongzhuang},5lianji01
kratos,chongzhuang_xb_04,僵尸狗踢飞,,{skill:chongzhuang1},5lianji01
kratos,chongzhuang_xb_05,石像鬼踢飞,,{skill:chongzhuang1},5lianji01
kratos,chongzhuang_xb_06,波斯兵冲撞,,{skill:chongzhuang},5lianji01
kratos,shenqi_shandianhuo,无尽神罚,ui_icon_shenqi_shandianhuo,{shenqi:shandianhuo},shenqi_shandianhuo
kratos,shenqi_shuilongjuan,无尽神罚,ui_icon_shenqi_ganlanzhi,{shenqi:shandianhuo},shenqi_shuilongjuan
xb_01,attack01,刀盾骷髅普攻,,1
xb_01,skill_01_chongci,刀盾骷髅冲刺,,2
xb_02,attack02,弓箭骷髅普攻,,1
xb_02,skill_01_zuzhou,弓箭骷髅诅咒箭,,2.5
xb_03,attack03,法师骷髅普攻,,1
xb_03,skill_01_siwanghuhua,法师骷髅死亡召唤,,2.5
xb_04,gongji01,小狗普攻,,1
xb_04,puyao_01,小狗扑咬,,2.5
xb_04,houtiao,小狗后跳,,1
xb_05,feigao_01,石像鬼飞高（升空）,,1
xb_05,feigao_02,石像鬼飞高（悬空）,,1
xb_05,feigao_03,石像鬼飞高（落地）,,3
xb_06,gongji01,蛮族斧头兵普攻,,1
xb_06,kuangzhan_01,蛮族斧头兵技能,,2.5
xb_07,gongji01,蛮族长矛兵普攻,,1
xb_07,dujian_01,蛮族长矛兵毒矛,,1
xb_07,chongci01,蛮族长矛兵冲刺,,2.5
xb_07,chongci02,蛮族长矛兵冲刺,,2.5
xb_07,chongci03,蛮族长矛兵冲刺,,2.5
xb_08,gongji01,蛮族法师兵普攻,,1
xb_08,fagong_01,蛮族法师兵法术攻击,,2.5
xb_08,huohan_01,蛮族法师兵魔法火环,,2.5
xb_09,toudan01,燃烧瓶羊头怪攻击,,1.5
xb_11,zibao01,熔岩自爆怪攻击,,1
xb_11,zibao02,熔岩自爆怪攻击,,1
xb_11,zibao03,熔岩自爆怪攻击,,1
jy_01,diaoxiang01,火红雕像普攻,,1.5
jy_01,skill_01_diaoxiangchong,火红雕像连击,,3
jy_01,skill_01_diaoxianghuohong,火红雕像砸地,,5
jy_02,diaoxiang02,雷霆雕像普攻,,1.5
jy_02,skill_02_diaoxiangchong,雷霆雕像连击,,3
jy_02,skill_02_diaoxiangleiting,雷霆雕像砸地,,5
jy_03,gongji01,羊头BOSS普攻,,1.3
jy_03,huixuanzhan,羊头BOSS抓击,,3
jy_03,gedang,羊头BOSS格挡,,3
jy_01,juren01,独眼巨人普攻,,1
jy_04,gongji01,牛头精英普攻,,1.5
jy_04,nuhou,牛头精英怒吼,,3
jy_04,chongzhuang01,牛头精英冲撞1,,4
jy_04,chongzhuang01,牛头精英冲撞2,,3
jy_04,chongzhuang01,牛头精英冲撞3,,3
jy_04,tiaoza01,牛头精英跳砸1,,4
jy_04,tiaoza01,牛头精英跳砸2,,4
jy_04,tiaoza01,牛头精英跳砸3,,4
bs_01,skill_01_jurencai,独眼巨人脚踩,,3
bs_01,skill_01_jurenhuixuan,独眼巨人回旋斩,,2
bs_01,skill_01_jurenchongci,独眼巨人冲刺,,5
bs_01,skill_01_jurenchongci1,独眼巨人冲刺,,5
bs_01,skill_01_jurenchongci_qianyao,独眼巨人冲刺,,5
bs_02,gongji01,地狱犬普攻,,1
bs_02,puyao_01,地狱犬扑咬,,3
bs_02,huoyandan_01,地狱犬火焰弹,,3
bs_02,qianfu_01,地狱犬潜伏下地,,5
bs_02,qianfu_02,地狱犬潜伏上地,,5
bs_02,houtiao,地狱犬左跳,,1
bs_02,zuotiao,地狱犬右跳,,1
bs_02,youtiao,地狱犬后跳,,1
bs_03,pugong,蝎子普攻,,1
bs_03,weici,蝎子尾刺攻击,,5
bs_03,pengdu,蝎子喷毒,,5
bs_03,longjuanfeng,蝎子龙卷风,,5
bs_03,weici1,蝎子龙卷风后续尾刺,,5
bs_04,gongji01,双刀羊普攻,,1
bs_04,tiaofeizhan,双刀羊挑飞斩,,3
bs_04,tiaozhan,双刀羊跳斩,,5
bs_04,houtiao,双刀羊后跳,,1
bs_04,zuotiao,双刀羊左跳,,1
bs_04,youtiao,双刀羊右跳,,1
bs_05,gongji01,海格力斯普攻,,2
bs_05,jineng_juedoushiboji01,海格力斯角斗士搏击,,3
bs_05,jineng_juedoushiboji02
bs_05,jineng_didongshanyao,海格力斯地动山摇,,5
bs_05,jineng_liliangjiefang,海格力斯力量解放,,5
bs_05,jineng_juedoushiboji02,,,5
bs_05,duoshan,海格力斯躲闪,,1
bs_06,gongji01,复仇女神普攻,,1
bs_06,congtianerjiang01,复仇女神从天而降,,6.5
bs_06,congtianerjiang02,复仇女神从天而降,,6.5
bs_06,congtianerjiang03,复仇女神从天而降,,6.5
bs_06,dicigongji,复仇女神地刺攻击,,3
bs_06,zhuarenfengbao,复仇女神爪刃风暴,,3
bs_06,houtiao,复仇女神后跳
xinshou_03,gongji01,羊头BOSS普攻,,1
xinshou_03,huixuanzhan,羊头BOSS抓击,,3
xinshou_03,gedang,羊头BOSS格挡,,3
bs_07,gongji01,泰坦攻击01,,3
bs_07,zaji,泰坦砸击,,5
bs_07,gongji02,泰坦攻击02,,3
bs_07,tuxi,泰坦吐息,,40
bs_07,yunshi,泰坦陨石,,60
bs_08,gongji01,普攻,,1.8
bs_08,chongci_01,冲刺01,,1
bs_08,chongci_02,冲刺02,,3
bs_08,dahuixuan_01,大回旋01,,3
bs_08,dizheng_01,地震01,,0.9
bs_08,dizheng_02,地震02,,0.9
bs_08,dizheng_03,地震03,,0.9
bs_08,dizheng_04,地震04,,0.9
bs_08,dizheng_05,地震05,,1.5
bs_08,zhaohuanfenshen,召唤分身,,1
xj_04dici,gongji00,地刺陷阱刺出,,2
xj_04dici,gongji01,地刺陷阱刺保持,,2
xj_04dici,gongji02,地刺陷阱刺手绘,,2
taopao_xb_08,tiaoxin,逃跑小兵挑衅
fujiang_01,gongji01,副将攻击,,1
fujiang_01,gongji02,副将攻击,,1
jz_03,gongji01,虐车攻击,,4
shouhu_lian_kartos,5lianji01,黑化奎爷阿瑞斯之击,,0.25
shouhu_lian_kartos,5lianji02,,,0.25
shouhu_lian_kartos,5lianji03,,,0.25
shouhu_lian_kartos,5lianji04,,,0.25
shouhu_lian_kartos,5lianji05,,,0.4
shouhu_lian_kartos,jineng01_01_dahuixuan,黑化奎爷阿瑞斯回旋,,2.5
shouhu_lian_kartos,jineng01_02_shuzhihuixuan,黑化奎爷阿瑞斯之力,,2.5
shouhu_lian_kartos,jineng01_03_tiaoqizhongji,黑化奎爷阿瑞斯重砸,,2.5
shouhu_lian_kartos,jineng02_01_shuzhizhongji,黑化奎爷阿瑞斯咆哮,,2.5
shouhu_lian_kartos,jineng02_02_shuzhizhongji,黑化奎爷阿瑞斯连斩,,2.5
shouhu_lian_kartos,jineng02_03_shuzhizhongji,黑化奎爷阿瑞斯爆击,,2.5
shouhu_lian_kartos,jineng03_01_zhongjifei,黑化奎爷阿瑞斯撕裂,,2.5
shouhu_lian_kartos,jineng03_02_zhongjifei,黑化奎爷阿瑞斯重击,,2.5
shouhu_lian_kartos,jineng03_03_zhongjifei,黑化奎爷阿瑞斯神罚,,2.5
zsz_mdy_01_niutou,nuhou,众神传牛头怒吼,,1
