xb_03,小兵（魔法）,mod_14001_03,魔法骷髅兵,3,,怪物属性,v_xb_03,d_xb_03,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,attack03,skill_01_siwanghuhua,skill_xiaobin_03,5,5,,小血条,,0,xb_03begin,xb_03dead,xb_daodi01,ai_xb_yuancheng:远程小兵通用AI,,"中,弱,中,无",劈,101,1,4,,,,,,1
xb_04,小狗,mod_jiangshilang_01,僵尸小狗,3,,怪物属性,v_xb_04,d_xb_04,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,"puyao_01,houtiao",skill_jianshougou,5,5,,小血条,,0,xb_04begin,xb_04dead,xb_04daodi01,ai_xb_04:僵尸狗AI,,"弱,中,中,无",斩,101,1,4,,,,,,1
xb_05,石像鬼,mod_Gargoyle_color,石像鬼,3,,怪物属性,v_xb_05,d_xb_05,1,,"可抓取,可冲撞",主角翻滚碰撞,"闪白,概率飙血",,,feigao_01,,skill_shixianggui,5,5,,小血条,,0,xb_05begin,xb_05dead,xb_daodi01,ai_shixianggui:石像鬼AI,,"中,弱,强,无",劈,101,1,4,,,,,,1
xb_06,蛮族斧头兵,mod_renleizhanshi_01,蛮族斧头兵,3,,怪物属性,v_xb_06,d_xb_06,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,kuangzhan_01,skill_manzufutubing,5,5,,小血条,,0,xb_06begin,xb_06dead,xb_daodi01,ai_baowei:小兵包围AI,,"弱,中,中,无",斩,101,1,4,,,,,,1
xb_07,蛮族长矛兵,mod_renleigongbing_01,蛮族长矛兵,3,,怪物属性,v_xb_07,d_xb_07,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,"dujian_01,chongci01",skill_manzuchangmaobing,5,5,,小血条,,0,xb_06begin,xb_06dead,xb_daodi01,ai_xb_yuancheng:远程小兵通用AI,,"弱,中,中,无",斩,101,1,4,,,,,,1
xb_08,蛮族法师兵,mod_renleifashi_01,蛮族法师兵,3,,怪物属性,v_xb_08,d_xb_08,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,"fagong_01,huohan_01",skill_manzufashibing,5,5,,小血条,,0,xb_06begin,xb_06dead,xb_daodi01,ai_xb_yuancheng:远程小兵通用AI,,"弱,中,中,无",斩,101,1,4,,,,,,1
xb_09,燃烧瓶羊头怪,mod_yangtou_xb01,燃烧瓶羊头怪,3,,怪物属性,v_xb_09,d_xb_09,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,toudan01,,skill_ranshaopinyang,5,5,,小血条,,0,xb_06begin,xb_06dead,xb_daodi01,ai_xb_yuancheng:远程小兵通用AI,,"中,弱,中,无",劈,101,1,4,,,,,,1
xb_10,蛮族法师兵,mod_renleifashi_big,蛮族法师兵——放大版,3,,怪物属性,v_xb_08,d_xb_08,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,"fagong_01,huohan_01",skill_manzufashibing,5,5,,小血条,,0,xb_06begin,xb_06dead,xb_daodi01,ai_xb_yuancheng:远程小兵通用AI,,"弱,中,中,无",斩,101,1,4,,,,,,1
jy_01,火焰塔洛斯,mod_14011_01,红色雕像,5,,怪物属性,v_jy_01,d_jy_01,1,,"不可抓取,不可冲撞",,闪白,,,diaoxiang01,"skill_01_diaoxiangchong,skill_01_diaoxianghuohong",skill_diaoxiang_01,5,5,,大血条,,0,jy_01begin,jy_01dead,jy_daodi01,ai_jy_01:火焰雕像AI,,"强,中,弱,无",打,103,1,2.3,,,,,,0.75
jy_02,冰霜塔洛斯,mod_14011_02,蓝色雕像,5,,怪物属性,v_jy_02,d_jy_02,1,,"不可抓取,不可冲撞",,闪白,,,diaoxiang02,"skill_02_diaoxiangchong,skill_02_diaoxiangleiting",skill_diaoxiang_02,5,5,,大血条,,0,jy_02begin,jy_02dead,jy_daodi01,ai_jy_02:冰雕像AI,,"强,中,弱,无",打,103,1,2.3,,,,,,0.75
jy_03,萨提尔,mod_yangtou_jy_11011,羊头BOSS,5,,怪物属性,v_jy_02,d_jy_02,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"huixuanzhan,gedang",skill_yangtouboss,5,5,,大血条,,0,jy_03begin,jy_03dead,jy_daodi01,ai_jy_03:羊BOSSAI,,"中,弱,中,无",劈,103,1,2.3,,,,,,0.75
jy_04,弥诺陶洛斯,mod_niutou_boss,牛头精英,5,,怪物属性,v_jy_02,d_jy_04,1,604,"不可抓取,不可冲撞,大qte",,"闪白,概率飙血",,,gongji01,"nuhou,chongzhuang01,tiaoza01",skill_niutoujingying,5,5,,大血条,,0,jy_01begin,jy_01dead,jy_daodi01,ai_jy_01:火焰雕像AI,,"中,弱,中,无",劈,103,1,2.3,,,,,,0.75
bs_01,独眼巨人,mod_14015,独眼巨人,4,,怪物属性,v_bs_01,d_bs_01,1,,"不可抓取,不可冲撞,巨型怪物",大怪碰撞,"闪白,概率飙血",,,juren01,"skill_01_jurencai,skill_01_jurenhuixuan,skill_01_jurenchongci_qianyao",skill_juren_01,5,5,,大血条,,0,bs_01begin,bs_01dead,boos_daodi01,ai_bs_01:巨人AI,,"中,中,弱,无",打,120,1,1,,,,,,0.75
bs_02,地狱三头犬,mod_diyuquan_01,地狱三头犬,4,,怪物属性,v_bs_02,d_bs_02,1,,"不可抓取,不可冲撞",大怪碰撞,"闪白,概率飙血",,,gongji01,"puyao_01,huoyandan_01,qianfu_01,houtiao,zuotiao,youtiao",skill_diyuquan_01,5,5,,大血条,,0,bs_02begin,bs_02dead,boos_daodi01,ai_bs_02:地狱犬AI,,"中,弱,中,无",劈,120,1,1,,,,,,0.75
bs_03,利比亚蝎王,mod_xiezi,蝎子,4,,怪物属性,v_bs_03,d_bs_03,1,2311,"不可抓取,不可冲撞,巨型怪物",大怪碰撞,"大型怪物闪白,概率飙血",,,pugong,"weici,paxingtaishou,pengdu",skill_xiezi,5,5,,大血条,,0,bs_03begin,bs_03dead,boos_daodi01,ai_bs_03:蝎子AI,,"弱,中,中,无",斩,300,1,1,,,,,,0.75
bs_04,双刀萨提尔,mod_yangtou_boss_big,双刀羊头怪,4,,怪物属性,v_bs_04,d_bs_04,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"tiaofeizhan,tiaozhan,houtiao,zuotiao,youtiao",skill_shuangdaoyang,5,5,,大血条,,0,bs_04begin,bs_04dead,boos_daodi01,ai_bs_04:双刀羊AI,,"弱,中,中,无",斩,120,1,1,,,,,,0.75
bs_05,海格力斯,mod_haigelisi_pet,海格力斯,4,,怪物属性,v_bs_05,d_bs_05,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"jineng_juedoushiboji01,jineng_didongshanyao,jineng_liliangjiefang,duoshan",skill_haigelisi,5,5,,大血条,,0,bs_05begin,bs_05dead,boos_daodi01,ai_bs_05:海格力斯AI,,"强,中,弱,无",打,120,1,1,,,,,,0.75
bs_06,厄里倪厄斯,mod_fuchounvshen_boss_big,复仇女神,4,,怪物属性,v_bs_06,d_bs_06,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"congtianerjiang01,dicigongji,zhuarenfengbao,houtiao",skill_fuchounvshen,5,5,,大血条,,,bs_06begin,bs_06dead,boos_daodi01,ai_bs_06:复仇女神AI,,"中,弱,中,无",劈,120,1,1,,,,,,0.75
bs_07,欧律墨冬,mod_11001_boss_taitang_Z,巨人泰坦Z,4,,怪物属性,v_bs_07,d_bs_07,1,,"不可抓取,不可冲撞,巨型怪物,泰坦",大怪碰撞,"大型怪物闪白,概率飙血",,,gongji01,"zaji,gongji02,tuxi,yunshi",skill_taitanZ,5,5,,大血条,,,wuchusheng,bs_01wusiwang,boos_daodi01,ai_bs_07:泰坦的AI,,"弱,中,中,无",斩,310,1,0.35,,,,,,0.75
bs_07_1,巨人泰坦Z的右手判断体,mod_11001_boss_taitang_panduan,巨人泰坦Z,4,,怪物属性,v_bs_07_1,d_bs_07_1,1,,"不可抓取,不可冲撞,巨型怪物,右手",,"闪白,概率飙血",,,,,skill_taitanZ,5,5,,,,,wuchusheng,bs_01wusiwang,boos_daodi01,,,"弱,中,中,无",斩,300,1,0.25,,,,,,0.75
bs_07_2,巨人泰坦Z的左手和头部判断体,mod_11001_boss_taitang_panduan1,巨人泰坦Z,4,,怪物属性,v_bs_07_2,d_bs_07_2,1,,"不可抓取,不可冲撞,巨型怪物,左手",,"闪白,概率飙血",,,,,skill_taitanZ,5,5,,,,,wuchusheng,bs_01wusiwang,boos_daodi01,,,"弱,中,中,无",斩,300,1,0.25,,,,,,0.75
bs_07_3,巨人泰坦Z的头部判断体,mod_11001_boss_taitang_panduan2,巨人泰坦Z,7,,怪物属性,v_bs_07_3,d_bs_07_3,1,,"不可抓取,不可冲撞,巨型怪物,头部",大怪碰撞,"闪白,概率飙血",,,,,skill_taitanZ,5,5,,,,,wuchusheng,bs_01wusiwang,boos_daodi01,,,"弱,中,中,无",斩,300,1,0.25,,,,,,0.75
bs_08,薛西斯,mod_ManWang_boss_big,薛西斯,4,,怪物属性,v_bs_06,d_bs_06,1,,"不可抓取,不可冲撞,巨型怪物,头部",大怪碰撞,"闪白,概率飙血",,,gongji01,"chongci_01,dahuixuan_01,dizheng_01,zhaohuanfenshen",skill_xuexisi,5,5,,大血条,,,bs_08begin,bs_06dead,boos_daodi01,ai_jy_01:火焰雕像AI,,"中,弱,中,无",劈,120,1,1,,,,,,0.75
cw_1,宙斯,mod_zhousi_cw,狂战士宠物,2,1,宠物属性,v_cw_1,d_cw_1,1,99,角色,宠物碰撞,"闪白,概率飙血",,,yingxiong_kuangzhanshi_01,"yingxiong_kuangzhanshi_1,yingxiong_kuangzhanshi_2,yingxiong_kuangzhanshi_3",skill_kuangzhanshi_01,5,21,i_zb_1,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_1,攻击型神侍，输出高，拥有勇猛天赋,ui_pet_icon_01,1,"zuizhongshanghai_1,gongji_3,yongmeng,guanhuan_gongji","1,2,13",3,210001,100,50,62
cw_2,阿波罗,mod_Apollo_color,阿波罗宠物,2,1,宠物属性,v_cw_2,d_cw_2,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"huoyanshengjian,duochongsheji,jianyuliuxing",skill_aboluo,5,21,i_zb_8,小血条,,0,cw_8begin,cw_8dead,,ai_cw_2:阿波罗AI,,,,101,1,1,cwsj_1,cwjj_1,cwss_2,攻击型神侍，输出高，拥有不屈天赋,ui_pet_icon_02,1,"gongji_2,zuizhongshanghai_2,buqu,guanhuan_gongji","3,4,14",2,210002,40,20,62
cw_3,阿尔忒弥斯,mad_manwang,狂战士宠物,2,1,宠物属性,v_cw_3,d_cw_3,1,99,角色,宠物碰撞,"闪白,概率飙血",,,yingxiong_kuangzhanshi_01,"yingxiong_kuangzhanshi_1,yingxiong_kuangzhanshi_2,yingxiong_kuangzhanshi_3",skill_kuangzhanshi_01,5,21,i_zb_3,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_3,攻击型神侍，输出高，拥有咒刃天赋,ui_pet_icon_03,1,"gongji_1,zuizhongshanghai_3,zhouren,guanhuan_gongji","3,5,15",1,210003,10,5,62
cw_4,哈迪斯,mod_hadisi_cw,哈迪斯宠物,2,1,宠物属性,v_cw_4,d_cw_4,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"sicongdichu01,heianzhebi,shihunbaolie",skill_hadisi,5,21,i_zb_4,小血条,,0,cw_8begin,cw_8dead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_4,攻击型神侍，输出高，拥有屠夫天赋,ui_pet_icon_04,1,"zuizhongshanghai_1,gongji_3,tufu,guanhuan_gongji","6,7,13",2,210004,40,20,62
cw_5,赫拉,mad_manwang,狂战士宠物,2,1,宠物属性,v_cw_5,d_cw_5,1,99,角色,宠物碰撞,"闪白,概率飙血",,,yingxiong_kuangzhanshi_01,"yingxiong_kuangzhanshi_1,yingxiong_kuangzhanshi_2,yingxiong_kuangzhanshi_3",skill_kuangzhanshi_01,5,21,i_zb_5,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_5,攻击型神侍，输出高，拥有专注天赋,ui_pet_icon_05,1,"gongji_2,zuizhongshanghai_2,zhuanzhu,guanhuan_gongji","1,10,16",1,210005,10,5,62
cw_6,海格力斯,mod_haigelisi_pet,海格力斯宠物,2,2,宠物属性,v_cw_6,d_cw_6,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"jineng_juedoushiboji01,jineng_didongshanyao,jineng_liliangjiefang",skill_haigelisi,5,21,i_zb_6,小血条,,0,cw_6begin,cw_6dead,,ai_cw_6:海格力斯AI,,,,101,1,1,cwsj_1,cwjj_1,cwss_6,防护型神侍，生存力强，拥有刃甲天赋,ui_pet_icon_06,1,"hujia_1,shengming_3,renjia,guanghuan_shengming","2,5,16",3,210006,100,50,62,30,1,5,10
cw_7,巴克斯,mad_manwang,狂战士宠物,2,2,宠物属性,v_cw_7,d_cw_7,1,99,角色,宠物碰撞,"闪白,概率飙血",,,yingxiong_kuangzhanshi_01,"yingxiong_kuangzhanshi_1,yingxiong_kuangzhanshi_2,yingxiong_kuangzhanshi_3",skill_kuangzhanshi_01,5,21,i_zb_7,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_7,防护型神侍，生存力强，拥有神佑天赋,ui_pet_icon_07,1,"shengming_2,hujia_2,shenyou,guanghuan_hujia ","8,9,14",1,210007,10,5,62
cw_8,暗黑女神,mod_Heiannvshen_01,黑暗女神宠物,2,3,宠物属性,v_cw_8,d_cw_8,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"xianxuejidian,jineng_siwangchanrao,jineng_mingjiedeguihuan",skill_heiannvshen,5,21,i_zb_8,小血条,,0,cw_8begin,cw_8dead,,ai_cw_8:黑暗女神AI,,,,101,1,1,cwsj_1,cwjj_1,cwss_8,辅助型神侍，生存力强，拥有回春天赋,ui_pet_icon_08,1,"gongji_1,shengming_3,huichun,guanghuan_shengming","7,9,15",1,210008,10,5,62
cw_9,波塞冬,mod_bosaidong,波塞冬宠物,2,3,宠物属性,v_cw_9,d_cw_9,1,99,角色,宠物碰撞,"闪白,概率飙血",,,,,skill_bosaidong,5,21,i_zb_9,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_9,辅助型神侍，攻防兼备，拥有破甲天赋,ui_pet_icon_09,1,"shengming_2,gongji_2,pojia,guanghuan_hujia ","4,10,13",2,210009,40,20,62
cw_10,雅典娜,mod_yadianna_cw,黑暗女神宠物,2,3,宠物属性,v_cw_10,d_cw_10,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"jineng_siwangchanrao,jineng_mingjiedeguihuan",skill_heiannvshen,5,21,i_zb_10,小血条,,0,cw_8begin,cw_8dead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_10,辅助型神侍，攻防兼备，拥有禁锢天赋,ui_pet_icon_10,1,"shengming_2,gongji_2,jingu,guanhuan_gongji","11,12,15",3,210010,100,50,62
cw_11,赫尔墨斯,mad_manwang,狂战士宠物,2,3,宠物属性,v_cw_11,d_cw_11,1,99,角色,宠物碰撞,"闪白,概率飙血",,,yingxiong_kuangzhanshi_01,"yingxiong_kuangzhanshi_1,yingxiong_kuangzhanshi_2,yingxiong_kuangzhanshi_3",skill_kuangzhanshi_01,5,21,i_zb_11,小血条,,0,kuangzhanshibegin,kuangzhanshidead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_11,辅助型神侍，攻防兼备，拥有冥想天赋,ui_pet_icon_11,1,"shengming_1,gongji_3,mingxiang,guanhuan_gongji","6,12,14",1,210011,10,5,62
cw_12,赫菲斯托斯,mod_Heiannvshen_01,黑暗女神宠物,2,3,宠物属性,v_cw_12,d_cw_12,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"jineng_siwangchanrao,jineng_mingjiedeguihuan",skill_heiannvshen,5,21,i_zb_12,小血条,,0,cw_8begin,cw_8dead,,,,,,101,1,1,cwsj_1,cwjj_1,cwss_12,辅助型神侍，生存力强，拥有虚弱天赋,ui_pet_icon_12,1,"gongji_1,shengming_3,xuruo,guanghuan_shengming","8,11,16",2,210012,40,20,62
cw_13,薛西斯,mod_ManWang_01,薛西斯宠物,2,2,宠物属性,v_cw_13,d_cw_13,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"dizheng_01,zhaohuanfenshen,dahuixuan_01",skill_manwang_cw,5,21,i_zb_8,小血条,,0,cw_8begin,cw_8dead,,ai_cw_6:海格力斯AI,,,,101,1,1,cwsj_1,cwjj_1,cwss_13,防护型神侍，生存力强，拥有神佑天赋,ui_pet_icon_13,1,"shengming_1,gongji_3,mingxiang,guanhuan_gongji","6,12,14",2,210013,40,20,62,30,1,5,10
cw_14,复仇女神,mod_fuchounvshen,复仇女神宠物,2,1,宠物属性,v_cw_14,d_cw_14,1,99,角色,宠物碰撞,"闪白,概率飙血",,,gongji01,"congtianerjiang01,dicigongji,zhuarenfengbao",skill_fuchounvshen_cw,5,21,i_zb_8,小血条,,0,cw_8begin,cw_8dead,,ai_cw_6:海格力斯AI,,,,101,1,1,cwsj_1,cwjj_1,cwss_14,攻击型神侍，输出高，拥有咒刃天赋,ui_pet_icon_14,1,"gongji_1,shengming_3,xuruo,guanghuan_shengming","8,11,16",1,210014,10,5,62
bx_01,宝箱1号,mod_baoxiang,宝箱,6,,怪物属性,v_bx_01,d_bx_01,1,4,不可抓取,,烟尘,,,,,skill_baoxiang_01,5,5,,,,0,wuchusheng,bx_01dead,,,,,,,,,,,,,,1
bx_02,宝箱2号,mod_muxiang,宝箱,6,,怪物属性,v_bx_02,d_bx_02,1,4,不可抓取,,烟尘,,,,,skill_baoxiang_01,5,5,,,,0,wuchusheng,bx_02dead,,,,,,,,,,,,,,1
npc_heiannvshen,暗黑女神npc,mod_Heiannvshen_01,关卡1-6npc,3,,怪物属性,v_xb_01,d_xb_01,1,,"不可抓取,不可冲撞",宠物碰撞,"闪白,概率飙血",,,,,skill_heiannvshen,,,,,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
npc_taliya,塔利娅npc,mod_qizi_02,关卡1-6npc,3,,怪物属性,v_hd_taliya,d_npc_taliya,1,,"不可抓取,不可冲撞",宠物碰撞,"闪白,概率飙血",,,,kuqi,skill_npc_taliya,,,,小血条,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
npc_yadianna,雅典娜NPC,mod_yadianna_cw,雅典娜NPC,3,,怪物属性,v_xb_01,d_xb_01,1,,"不可抓取,不可冲撞",宠物碰撞,"闪白,概率飙血",,,,,skill_yadianna_npc,,,,,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
npc_fuchounvshen,复仇女神NPC,mod_fuchounvshen,复仇女神NPC,3,,怪物属性,v_hd_taliya,d_hd_taliya,1,,"不可抓取,不可冲撞",宠物碰撞,"闪白,概率飙血",,,,kuqi,skill_npc_fuchounvshen,,,,小血条,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
xinshou_03,羊头BOSS,mod_yangtou_jy_11011,羊头BOSS,5,,怪物属性,v_xinshou_03,d_xinshou_03,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"huixuanzhan,gedang",skill_yangtouboss,5,5,,大血条,,0,jy_03begin,jy_03dead,jy_daodi01,ai_jy_03:羊BOSSAI,,,,103,1,0.65,,,,,,0.75
hd_taliya,塔利娅,mod_qizi_01,守护家人守护对象,3,,怪物属性,v_hd_taliya,d_hd_taliya,1,,"可抓取,不可冲撞,老婆",,"闪白,概率飙血",,,,,hd_taliya,,,,大血条,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
hd_xiaonvhai,卡利俄佩,mod_xiaonvhai,守护家人守护对象,3,,怪物属性,v_hd_taliya,d_hd_xiaonvhai,1,,"不可抓取,不可冲撞,女儿",,"闪白,概率飙血",,,,,hd_xiaonvhai,,,,大血条,,0,cw_8begin,cw_8dead,,,,,,,,,,,,,,1
hd_hadisi_xueqiu,哈迪斯血球,mod_hadisi_xueqiu,哈迪斯副本中被狗舔舐的血,3,,怪物属性,,,1,5,"不可抓取,不可冲撞,xueqiu"
hd_hadisi_xiaogou,小狗,mod_jiangshilang_01,僵尸小狗,3,,怪物属性,v_hd_hadisi_xiaogou,d_hd_hadisi_xiaogou,1,,"可抓取,可冲撞",,"闪白,概率飙血",,,gongji01,"puyao_01,houtiao",skill_jianshougou,5,5,,小血条,,0,xb_04begin,xb_04dead,xb_04daodi01,ai_xb_04:僵尸狗AI,,,,101,1,1.5,,,,,,1
hd_hadisi_dagou,地狱犬,mod_diyuquan_01,地狱三头犬,4,,怪物属性,v_hd_hadisi_dagou,d_hd_hadisi_dagou,1,,"不可抓取,不可冲撞",,"闪白,概率飙血",,,gongji01,"puyao_01,huoyandan_01,qianfu_01,qianfu_02",skill_diyuquan_01,5,5,,大血条,,0,hd_hadisi_dagoubegin,bs_02dead,boos_daodi01,,,"中,弱,中,无",突,120,1,0.25,,,,,,0.75
