,ID,必定获得的奖励（道具1|数量1，道具2|数量2…,奖励组1（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组2（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组3（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组4（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组5（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组6（道具1|数量1|概率1，道具2|数量2|概率2…
,id,rewardsDefinite,rewards1,rewards2,rewards3,rewards4,rewards5,rewards6
,11117,,40200|1|7000
,11118,,40200|1|7000
,11119,,40200|1|7000
,11120,,40200|1|7000
,11121,,40200|1|7000
,11122,,40200|1|7000
,11123,,40200|1|7000
,11124,,40200|1|7000
,11125,,40200|1|7000
,11126,,40200|1|7000
,11127,,40200|1|7000
,11128,,40200|1|7000
,11129,,40200|1|7000
,11130,,40200|1|7000
,11131,,40200|1|7000
,11132,,40200|1|7000
,11133,,40200|1|7000
,11134,,40200|1|7000
,11135,,40200|1|7000
,11136,,40200|1|7000
,11137,,40200|1|7000
,11138,,40200|1|7000
,11139,,40200|1|7000
,11140,,40200|1|7000
,11141,,40200|1|7000
,11142,,40200|1|7000
,11143,,40200|1|7000
,11144,,40200|1|7000
,11145,,40200|1|7000
,11146,,40200|1|7000
,11147,,40200|1|7000
,11148,,40200|1|7000
,11149,,40200|1|7000
,11150,,40200|1|7000
,11151,,40200|1|7000
,11152,,40200|1|7000
,11153,,40200|1|7000
,11154,,40200|1|7000
,11155,,40200|1|7000
,11156,,40200|1|7000
,11157,,40200|1|7000
,11158,,40200|1|7000
,11159,,40200|1|7000
,11160,,40200|1|7000
,11161,,40200|1|7000
,11162,,40200|1|7000
,11163,,40200|1|7000
,11164,,40200|1|7000
,11165,,40200|1|7000
,11166,,40200|1|7000
,11167,,40200|1|7000
,11168,,40200|1|7000
,11169,,40200|1|7000
,11170,,40200|1|7000
,11171,,40200|1|7000
,11172,,40200|1|7000
,11173,,40200|1|7000
,11174,,40200|1|7000
,11175,,40200|1|7000
,11176,,40200|1|7000
,11177,,40200|1|7000
,11178,,40200|1|7000
,11179,,40200|1|7000
,11180,,40200|1|7000
,11181,,40200|1|7000
,11182,,40200|1|7000
,11183,,40200|1|7000
,11184,,40200|1|7000
,11185,,40200|1|7000
,11186,,40200|1|7000
,11187,,40200|1|7000
,11188,,40200|1|7000
,11189,,40200|1|7000
,11190,,40200|1|7000
,11191,,40200|1|7000
,11192,,40200|1|7000
,11193,,40200|1|7000
,11194,,40200|1|7000
,11195,,40200|1|7000
,11196,,40200|1|7000
,11197,,40200|1|7000
,11198,,40200|1|7000
,11199,,40200|1|7000
,11200,,40200|1|7000
,12001,,100001|1|6500
,12002,,100101|1|6500
,12003,,100001|1|6500
,12004,,100101|1|6500
,12005,,100201|1|6500
,12006,,100201|1|6500
,12007,,100001|1|6500
,12008,,100101|1|6500
,12009,,100201|1|6500
,12010,,100201|1|6500
,12011,,100001|1|6500
,12012,,100101|1|6500
,12013,,100001|1|6500
,12014,,100101|1|6500
,12015,,100201|1|6500
,12016,,100201|1|6500
,12017,,100001|1|6500
,12018,,100101|1|6500
,12019,,100201|1|6500
,12020,,100201|1|6500
,12021,,100001|1|6500
,12022,,100001|1|6500
,12023,,100001|1|6500
,12024,,100001|1|6500
,12025,,100101|1|6500
,12026,,100102|1|5000
,12027,,100102|1|5000
,12028,,100202|1|5000
,12029,,100202|1|5000
,12030,,100202|1|5000
,12031,,100002|1|5000
,12032,,100002|1|5000
,12033,,100002|1|5000
,12034,,100002|1|5000
,12035,,100102|1|5000
,12036,,100102|1|5000
,12037,,100102|1|5000
,12038,,100202|1|5000
,12039,,100202|1|5000
,12040,,100202|1|5000
,12041,,100003|1|5000
,12042,,100003|1|5000
,12043,,100003|1|5000
,12044,,100003|1|5000
,12045,,100103|1|5000
,12046,,100103|1|5000
,12047,,100103|1|5000
,12048,,100203|1|5000
,12049,,100203|1|5000
,12050,,100203|1|5000
,12051,,100003|1|5000
,12052,,100003|1|5000
,12053,,100003|1|5000
,12054,,100003|1|5000
,12055,,100103|1|5000
,12056,,100103|1|5000
,12057,,100103|1|5000
,12058,,100203|1|5000
,12059,,100203|1|5000
,12060,,100203|1|5000
,12061,,100004|1|5000
,12062,,100004|1|5000
,12063,,100004|1|5000
,12064,,100004|1|5000
,12065,,100104|1|5000
,12066,,100104|1|5000
,12067,,100104|1|5000
,12068,,100204|1|5000
,12069,,100204|1|5000
,12070,,100204|1|5000
,12071,,100004|1|5000
,12072,,100004|1|5000
,12073,,100004|1|5000
,12074,,100004|1|5000
,12075,,100104|1|5000
,12076,,100104|1|5000
,12077,,100104|1|5000
,12078,,100204|1|5000
,12079,,100204|1|5000
,12080,,100204|1|5000
,12081,,100005|1|5000
,12082,,100005|1|5000
,12083,,100005|1|5000
,12084,,100005|1|5000
,12085,,100105|1|5000
,12086,,100105|1|5000
,12087,,100105|1|5000
,12088,,100205|1|5000
,12089,,100205|1|5000
,12090,,100205|1|5000
,12091,,100005|1|5000
,12092,,100005|1|5000
,12093,,100005|1|5000
,12094,,100005|1|5000
,12095,,100105|1|5000
,12096,,100105|1|5000
,12097,,100105|1|5000
,12098,,100205|1|5000
,12099,,100205|1|5000
,12100,,100205|1|5000
,12101,,100006|1|5000
,12102,,100006|1|5000
,12103,,100006|1|5000
,12104,,100006|1|5000
,12105,,100106|1|5000
,12106,,100106|1|5000
,12107,,100106|1|5000
,12108,,100206|1|5000
,12109,,100206|1|5000
,12110,,100206|1|5000
,12111,,100006|1|5000
,12112,,100006|1|5000
,12113,,100006|1|5000
,12114,,100006|1|5000
,12115,,100106|1|5000
,12116,,100106|1|5000
,12117,,100106|1|5000
,12118,,100206|1|5000
,12119,,100206|1|5000
,12120,,100206|1|5000
,12121,,100007|1|5000
,12122,,100007|1|5000
,12123,,100007|1|5000
,12124,,100007|1|5000
,12125,,100107|1|5000
,12126,,100107|1|5000
,12127,,100107|1|5000
,12128,,100207|1|5000
,12129,,100207|1|5000
,12130,,100207|1|5000
,12131,,100007|1|5000
,12132,,100007|1|5000
,12133,,100007|1|5000
,12134,,100007|1|5000
,12135,,100107|1|5000
,12136,,100107|1|5000
,12137,,100107|1|5000
,12138,,100207|1|5000
,12139,,100207|1|5000
,12140,,100207|1|5000
,12141,,100008|1|5000
,12142,,100008|1|5000
,12143,,100008|1|5000
,12144,,100008|1|5000
,12145,,100108|1|5000
,12146,,100108|1|5000
,12147,,100108|1|5000
,12148,,100208|1|5000
,12149,,100208|1|5000
,12150,,100208|1|5000
,12151,,100008|1|5000
,12152,,100008|1|5000
,12153,,100008|1|5000
,12154,,100008|1|5000
,12155,,100108|1|5000
,12156,,100108|1|5000
,12157,,100108|1|5000
,12158,,100208|1|5000
,12159,,100208|1|5000
,12160,,100208|1|5000
,12161,,100009|1|5000
,12162,,100009|1|5000
,12163,,100009|1|5000
,12164,,100009|1|5000
,12165,,100109|1|5000
,12166,,100109|1|5000
,12167,,100109|1|5000
,12168,,100209|1|5000
,12169,,100209|1|5000
,12170,,100209|1|5000
,12171,,100009|1|5000
,12172,,100009|1|5000
,12173,,100009|1|5000
,12174,,100009|1|5000
,12175,,100109|1|5000
,12176,,100109|1|5000
,12177,,100109|1|5000
,12178,,100209|1|5000
,12179,,100209|1|5000
,12180,,100209|1|5000
,12181,,100010|1|5000
,12182,,100010|1|5000
,12183,,100010|1|5000
,12184,,100010|1|5000
,12185,,100110|1|5000
,12186,,100110|1|5000
,12187,,100110|1|5000
,12188,,100210|1|5000
,12189,,100210|1|5000
,12190,,100210|1|5000
,12191,,100010|1|5000
,12192,,100010|1|5000
,12193,,100010|1|5000
,12194,,100010|1|5000
,12195,,100110|1|5000
,12196,,100110|1|5000
,12197,,100110|1|5000
,12198,,100210|1|5000
,12199,,100210|1|5000
,12200,,100210|1|5000
,13001,,20000|1|10000
,13002,,20000|1|10000
,13003,,20000|1|10000
,13004,,20000|1|10000
,13005,,20000|1|10000
,13006,,20000|1|10000
,13007,,20000|1|10000
,13008,,20000|1|10000
,13009,,20000|1|10000
,13010,,20000|1|10000
,13011,,20000|1|10000
,13012,,20000|1|10000
,13013,,20000|1|10000
,13014,,20000|1|10000
,13015,,20000|1|10000
,13016,,20000|1|10000
,13017,,20000|1|10000
,13018,,20000|1|10000
,13019,,20000|1|10000
,13020,,20000|1|10000
,13021,,20000|1|10000
,13022,,20000|1|10000
,13023,,20000|1|10000
,13024,,20000|1|10000
,13025,,20000|1|10000
,13026,,20000|1|10000
,13027,,20000|1|10000
,13028,,20000|1|10000
,13029,,20000|1|10000
,13030,,20000|1|10000
,13031,,20000|1|10000
,13032,,20000|1|10000
,13033,,20000|1|10000
,13034,,20000|1|10000
,13035,,20000|1|10000
,13036,,20000|1|10000
,13037,,20000|1|10000
,13038,,20000|1|10000
,13039,,20000|1|10000
,13040,,20000|1|10000
,13041,,20000|2|10000
,13042,,20000|2|10000
,13043,,20000|2|10000
,13044,,20000|2|10000
,13045,,20000|2|10000
,13046,,20000|2|10000
,13047,,20000|2|10000
,13048,,20000|2|10000
,13049,,20000|2|10000
,13050,,20000|2|10000
,13051,,20000|2|10000
,13052,,20000|2|10000
,13053,,20000|2|10000
,13054,,20000|2|10000
,13055,,20000|2|10000
,13056,,20000|2|10000
,13057,,20000|2|10000
,13058,,20000|2|10000
,13059,,20000|2|10000
,13060,,20000|2|10000
,13061,,20000|2|10000
,13062,,20000|2|10000
,13063,,20000|2|10000
,13064,,20000|2|10000
,13065,,20000|2|10000
,13066,,20000|2|10000
,13067,,20000|2|10000
,13068,,20000|2|10000
,13069,,20000|2|10000
,13070,,20000|2|10000
,13071,,20000|3|10000
,13072,,20000|3|10000
,13073,,20000|3|10000
,13074,,20000|3|10000
,13075,,20000|3|10000
,13076,,20000|3|10000
,13077,,20000|3|10000
,13078,,20000|3|10000
,13079,,20000|3|10000
,13080,,20000|3|10000
,13081,,20001|1|10000
,13082,,20001|1|10000
,13083,,20001|1|10000
,13084,,20001|1|10000
,13085,,20001|1|10000
,13086,,20001|1|10000
,13087,,20001|1|10000
,13088,,20001|1|10000
,13089,,20001|1|10000
,13090,,20001|1|10000
,13091,,20001|1|10000
,13092,,20001|1|10000
,13093,,20001|1|10000
,13094,,20001|1|10000
,13095,,20001|1|10000
,13096,,20001|1|10000
,13097,,20001|1|10000
,13098,,20001|1|10000
,13099,,20001|1|10000
,13100,,20001|1|10000
,13101,,20001|1|10000
,13102,,20001|1|10000
,13103,,20001|1|10000
,13104,,20001|1|10000
,13105,,20001|1|10000
,13106,,20001|1|10000
,13107,,20001|1|10000
,13108,,20001|1|10000
,13109,,20001|1|10000
,13110,,20001|1|10000
,13111,,20001|1|10000
,13112,,20001|1|10000
,13113,,20001|1|10000
,13114,,20001|1|10000
,13115,,20001|1|10000
,13116,,20001|1|10000
,13117,,20001|1|10000
,13118,,20001|1|10000
,13119,,20001|1|10000
,13120,,20001|1|10000
,13121,,20001|2|10000
,13122,,20001|2|10000
,13123,,20001|2|10000
,13124,,20001|2|10000
,13125,,20001|2|10000
,13126,,20001|2|10000
,13127,,20001|2|10000
,13128,,20001|2|10000
,13129,,20001|2|10000
,13130,,20001|2|10000
,13131,,20001|3|10000
,13132,,20001|3|10000
,13133,,20001|3|10000
,13134,,20001|3|10000
,13135,,20001|3|10000
,13136,,20001|3|10000
,13137,,20001|3|10000
,13138,,20001|3|10000
,13139,,20001|3|10000
,13140,,20001|3|10000
,13141,,20001|3|10000
,13142,,20001|3|10000
,13143,,20001|3|10000
,13144,,20001|3|10000
,13145,,20001|3|10000
,13146,,20001|3|10000
,13147,,20001|3|10000
,13148,,20001|3|10000
,13149,,20001|3|10000
,13150,,20001|3|10000
,13151,,20001|3|10000
,13152,,20001|3|10000
,13153,,20001|3|10000
,13154,,20001|3|10000
,13155,,20001|3|10000
,13156,,20001|3|10000
,13157,,20001|3|10000
,13158,,20001|3|10000
,13159,,20001|3|10000
,13160,,20001|3|10000
,13161,,20001|4|10000
,13162,,20001|4|10000
,13163,,20001|4|10000
,13164,,20001|4|10000
,13165,,20001|4|10000
,13166,,20001|4|10000
,13167,,20001|4|10000
,13168,,20001|4|10000
,13169,,20001|4|10000
,13170,,20001|4|10000
,13171,,20001|4|10000
,13172,,20001|4|10000
,13173,,20001|4|10000
,13174,,20001|4|10000
,13175,,20001|4|10000
,13176,,20001|4|10000
,13177,,20001|4|10000
,13178,,20001|4|10000
,13179,,20001|4|10000
,13180,,20001|4|10000
,13181,,20001|4|10000
,13182,,20001|4|10000
,13183,,20001|4|10000
,13184,,20001|4|10000
,13185,,20001|4|10000
,13186,,20001|4|10000
,13187,,20001|4|10000
,13188,,20001|4|10000
,13189,,20001|4|10000
,13190,,20001|4|10000
,13191,,20001|5|10000
,13192,,20001|5|10000
,13193,,20001|5|10000
,13194,,20001|5|10000
,13195,,20001|5|10000
,13196,,20001|5|10000
,13197,,20001|5|10000
,13198,,20001|5|10000
,13199,,20001|5|10000
,13200,,20001|5|10000
,14001,,20000|1|5000
,14002,,20000|1|5000
,14003,,20000|1|5000
,14004,,20000|1|5000
,14005,,20000|1|5000
,14006,,20000|1|5000
,14007,,20000|1|5000
,14008,,20000|1|5000
,14009,,20000|1|5000
,14010,,20000|1|5000
,14011,,20000|2|5000
,14012,,20000|2|5000
,14013,,20000|2|5000
,14014,,20000|2|5000
,14015,,20000|2|5000
,14016,,20000|2|5000
,14017,,20000|2|5000
,14018,,20000|2|5000
,14019,,20000|2|5000
,14020,,20000|2|5000
,14021,,20000|1|5000
,14022,,20000|1|5000
,14023,,20000|1|5000
,14024,,20000|1|5000
,14025,,20000|1|5000
,14026,,20000|1|5000
,14027,,20000|1|5000
,14028,,20000|1|5000
,14029,,20000|1|5000
,14030,,20000|1|5000
,14031,,20000|1|5000
,14032,,20000|1|5000
,14033,,20000|1|5000
,14034,,20000|1|5000
,14035,,20000|1|5000
,14036,,20000|1|5000
,14037,,20000|1|5000
,14038,,20000|1|5000
,14039,,20000|1|5000
,14040,,20000|1|5000
,14041,,20001|1|5000
,14042,,20001|1|5000
,14043,,20001|1|5000
,14044,,20001|1|5000
,14045,,20001|1|5000
,14046,,20001|1|5000
,14047,,20001|1|5000
,14048,,20001|1|5000
,14049,,20001|1|5000
,14050,,20001|1|5000
,14051,,20001|1|8000
,14052,,20001|1|8000
,14053,,20001|1|8000
,14054,,20001|1|8000
,14055,,20001|1|8000
,14056,,20001|1|8000
,14057,,20001|1|8000
,14058,,20001|1|8000
,14059,,20001|1|8000
,14060,,20001|1|8000
,14061,,20001|1|8000
,14062,,20001|1|8000
,14063,,20001|1|8000
,14064,,20001|1|8000
,14065,,20001|1|8000
,14066,,20001|1|8000
,14067,,20001|1|8000
,14068,,20001|1|8000
,14069,,20001|1|8000
,14070,,20001|1|8000
,14071,,20001|1|8000
,14072,,20001|1|8000
,14073,,20001|1|8000
,14074,,20001|1|8000
,14075,,20001|1|8000
,14076,,20001|1|8000
,14077,,20001|1|8000
,14078,,20001|1|8000
,14079,,20001|1|8000
,14080,,20001|1|8000
,14081,,20001|1|5000
,14082,,20001|1|5000
,14083,,20001|1|5000
,14084,,20001|1|5000
,14085,,20001|1|5000
,14086,,20001|1|5000
,14087,,20001|1|5000
,14088,,20001|1|5000
,14089,,20001|1|5000
,14090,,20001|1|5000
,14091,,20001|1|5000
,14092,,20001|1|5000
,14093,,20001|1|5000
,14094,,20001|1|5000
,14095,,20001|1|5000
,14096,,20001|1|5000
,14097,,20001|1|5000
,14098,,20001|1|5000
,14099,,20001|1|5000
,14100,,20001|1|5000
,14101,,20001|1|7500
,14102,,20001|1|7500
,14103,,20001|1|7500
,14104,,20001|1|7500
,14105,,20001|1|7500
,14106,,20001|1|7500
,14107,,20001|1|7500
,14108,,20001|1|7500
,14109,,20001|1|7500
,14110,,20001|1|7500
,14111,,20001|1|8000
,14112,,20001|1|8000
,14113,,20001|1|8000
,14114,,20001|1|8000
